Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Imagimake,2011,Mumbai,Innovation management,an innovative play system to help children create their imagination,"Disha Katharani, Ravi Kumar","Roha Investment Managers, Angel Investor Saumil Shah",500000.0,Pre-Series A,2021,Other
Msmex,2019,Andheri,EdTech,msmex connects micro and small business owners with curated business experts over live video.,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","Tnf Ventures, Razorpay",1000000.0,Pre-Series A,2021,Education
Renewbuy,2015,Gurgaon,Insuretech,simplest way to renew car insurance. get quote and insure car in couple of minutes,"Balachander Sekhar, Sandeep Nanda","Lok Capital, Iifl Asset Management",45000000.0,Series C,2021,Other
Saarthi.Ai,2017,Bangalore,AI startup,multilingual conversational enterprise ai platform for omnichannel automation of customer journeys in the user's native language.,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,0.0,Seed,2021,Data & AI
Kutumb,2020,Bangalore,Community platform,kutumb is a social community enabler.,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, Dst Global",26000000.0,Series A,2021,Information Technology
Superplum,2019,Noida,AgriTech,building india's most sophisticated platform for high quality fresh food,Shobhit Gupta,Marquee Investors,3800000.0,Pre-Series A,2021,Information Technology
Upside Ai,2017,Mumbai,FinTech,upside ai on the thesis that technology will make better investing decisions than humans over the long term.,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,1200000.0,Seed,2021,Finance & FinTech
Pazcare,2021,Bangalore,Insuretech,paz care is india's leading employee benefits & health insurance platform,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",0.0,Unknown,2021,Other
Answer Genomics,2019,Bangalore,HealthCare,a healthcare company that uses genome-based data to help individuals make decisions.,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo",0.0,Unknown,2021,Health & Life Sciences
Skillmatics,2016,Mumbai,EdTech,skillmatics develops learning games for pre-school and primary school kids aged under 10,Dhvanil Sheth,Sequoia Capital India,6000000.0,Series A,2021,Education
Bimaplan,2020,Bangalore,Insuretech,affordable insurance for the next billion indians,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2500000.0,Pre-Series A,2021,Other
Bueno Finance,2019,Gurgaon,FinTech,"bueno gig growth technologies pvt ltd (""bueno finance"") is a financial services platform which aims is to help improve the financial health of customers.","Saurav Gandhi, Sandeep Arora","Goat Capital, Jam Fund",3000000.0,Seed,2021,Finance & FinTech
Citymall,2019,Gurgaon,E-commerce,citymall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on whatsapp.,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000.0,Series B,2021,Retail & E-Commerce
Byju’S,2011,Bangalore,EdTech,byju's is an educational technology company that develops personalized learning programs for k-12 students.,"Byju Raveendran, Divya Gokulnath","Blackstone Group, Adq",50000000.0,Unknown,2021,Education
India Quotient,2012,Mumbai,Venture capitalist,india quotient is a new type of early stage investor. we fund companies building disruptive businesses aimed at indian consumers. we're,"Anand Lunia, Madhukar Sinha",Undisclosed,64000000.0,Unknown,2021,Information Technology
The Switch Fix,2019,Gurgaon,HealthCare,the switch fix is a plant-based clean and conscious personal care brand for young urbans.,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9Unicorns",0.0,Seed,2021,Health & Life Sciences
Anvidha Technologies,2020,Haryana,Tech Startup,anvidha technologies private limited is a haryana based private ltd.,Ganesh Ranganathan Iyer,Undisclosed,1500000.0,Seed,2021,Information Technology
Digisparsh,2020,Mumbai,FinTech,digisparsh is india's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,"Saurabh Soni, Akhilesh Gandhi",Goahead Ventures,0.0,Seed,2021,Finance & FinTech
Coffeemug.Ai,2020,New Delhi,Networking,"a video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.","Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, Angellist India",620000.0,Pre-Seed,2021,Social & Community
Pathfndr.Io,2015,Bangalore,SaaS startup,intelligent travel tech stack making sense of the world's information by scanning billions of data points and ranking destinations,Varun Gupta,Arali Ventures,0.0,Pre-Series A,2021,Information Technology
Bigleap,2015,Hyderabad,Recruitment,bigleap technologies & solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,600000.0,Unknown,2021,Information Technology
Kazam,2020,Bangalore,EV startup,"kazam provides end to end electric vehicle charging solutions for office spaces, apartments, restaurants, shops","Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,900000.0,Seed,2021,Other
Myre Capital,2020,Mumbai,Commercial Real Estate,democratising real estate ownership,Own Rent Yielding Commercial Properties,Aryaman Vir,0.0,Unknown,2021,Real Estate & Construction
Bimape,2020,Mumbai,FinTech,bimape demystifies insurance and its management for individuals and families across india. 'bimape bharosa karo',Rahul Mathur,"Iseed, Titan Capital",500000.0,Pre-Seed,2021,Finance & FinTech
Microdegree,2019,Mangalore,EdTech,microdegree is an ed-tech platform working towards democratising technology and job ready skills for bharat.,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,0.0,Unknown,2021,Education
Saarthi Pedagogy,2015,Ahmedabad,EdTech,"india's fastest growing pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on academic strategies",Pedagogy,Sushil Agarwal,0.0,Unknown,2021,Education
Synapsica,2017,New Delhi,HealthCare,artificial intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","Ivycap Ventures, Endiya Partners",4000000.0,Series A,2021,Health & Life Sciences
Kwik Foods,2020,Gurgaon,Food & Beverages,kwik foods is one of the fastest-growing d2c fresh food brands that is disrupting the food industry,"Prabhleen Kaur, Harshal Patel",9Unicorns,0.0,Seed,2021,Food & Beverage
Plutomen,2016,Ahmedabad,AR startup,plutomen technologies pvt ltd founded in nov 2016 is recognized start-up by dipp in the field of emerging technology.,Keyur Bhalavat,"Gusec Seed Fund, Devx Venture Fund",300000.0,Unknown,2021,Other
Gomechanic,2016,Gurgaon,Automotive,"gomechanic is india’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Kushal Karwa,"Tiger Global, Sequoia",42000000.0,Series C,2021,Logistics & Transportation
Grinntech,2013,Chennai,Automotive,"grinntech is an investor backed, growth phase start-up, leading on all front of battery design for ev applications.","Nikhilesh Mishra, Puneet Jain",Undisclosed,2000000.0,Unknown,2021,Logistics & Transportation
Nobel Hygiene,1999,Mumbai,HealthCare,"nobel hygiene is one of the leading disposable hygiene care products manufacturer in the country with an iso 9001:2015 and ce certification, headquartered in mumbai.",Johari Kamal,Quadria Capital,60000000.0,Unknown,2021,Health & Life Sciences
Green Cure,2015,New Delhi,HealthCare,world's first company to combine german engineering with indian ayurveda in health products,Sanchit Garg,Venture Catalysts,0.0,Pre-Series A,2021,Health & Life Sciences
Classplus,2017,Noida,EdTech,classplus was born out of an urge to redefine classroom engagement in this country.,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000.0,Series C,2021,Education
Windo,2020,Hyderabad,E-commerce,convert instagram page into an online store in under 2-minutes. create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000.0,Seed,2021,Retail & E-Commerce
Apnaklub,2020,Bangalore,E-commerce,supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",0.0,Pre-Series A,2021,Retail & E-Commerce
Legalpay,2019,New Delhi,FinTech,a tech focused b2b litigation finance company in india.,Kundan Shahi,Ashwini Kakkar. 9Unicorns,0.0,Unknown,2021,Finance & FinTech
Lavado,2016,Mumbai,Consumer service,a startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Disha Jain,Ashish Shah,0.0,Unknown,2021,Other
Navars,2019,Hyderabad,EdTech,"navars edutech comprises dynamic mix of intellectual professionals, managerial team, subject matter experts and astronomy and space researchers.",Sravan Varma Datla,Faad Network,0.0,Unknown,2021,Education
Gobolt,2015,Gurgaon,Logistics,"gobolt is a tech-logistics company operating in line haul & short haul trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021,Logistics & Transportation
Loco,2018,Bangalore,Gaming,loco is india's leading live game streaming app.,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",9000000.0,Seed,2021,Media & Entertainment
Auric,2017,New Delhi,HealthCare,contemporary beauty & wellness brand based on ayurveda,Deepak Agarwal,Venture Catalysts,2000000.0,Pre-Series A,2021,Health & Life Sciences
Edmingle,2016,Bangalore,EdTech,edmingle is a platform for all educators who want to launch their courses and sell them online.,Gaurav Doshi,"Indovation Fund, Mumbai Angels",300000.0,Unknown,2021,Education
Slice,2016,Bangalore,FinTech,"slice is india's best credit card challenger to pay bills, manage expenses, and unlock rewards.",Rajan Bajaj,"Gunosy, Blume Ventures",20000000.0,Unknown,2021,Finance & FinTech
Humit,2020,Bangalore,Music,humit is a social networking app for music sharing and discovery.,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,0.0,Pre-Seed,2021,Media & Entertainment
Airblack,2019,Gurgaon,IT startup,airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000.0,Series A,2021,Information Technology
Niramai,2016,Bangalore,HealthCare,"niramai has developed a novel breast cancer screening solution that uses thermalytix, i.e. machine intelligence over thermography images.",Geetha Manjunath,Cdc Group,0.0,Unknown,2021,Health & Life Sciences
Intervue,2021,New Delhi,SaaS startup,world's fastest collaborative environment to take tech interviews.,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",0.0,Seed,2021,Information Technology
Nestroots,2016,Gurgaon,Fashion,"ottoman, stool, brass kitchen solutions, masala box, roti box, bar accessories and many gifting options at nestroots.",Chhavi Singh,We Founder Circle,100000.0,Seed,2021,Fashion & Lifestyle
Detect Technologies,2016,Chennai,Automation,detect technologies is a leading industrial ai company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,Daniel Raj David,"Accel Partners, Elevation Capital",12000000.0,Unknown,2021,Other
Credr,2015,Bangalore,Automotive,credr is india’s most trusted used two-wheeler consumer brand that leverages technology & processes to simplify the used two-wheeler market.,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000.0,Unknown,2021,Logistics & Transportation
Fourth Partner Energy,2010,Hyderabad,Solar,"fourth partner energy is india’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",Vivek Subramanian,"Norfund, The Rise Fund",125000000.0,Unknown,2021,Environmental & Sustainability
Tablt,2018,Kolkata,HealthCare,tablt [previously sabse sasta dukaan] is one of india's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish Agarwal,Siti Cable,3000000.0,Series A,2021,Health & Life Sciences
Hesa,2020,Hyderabad,IT startup,hesa is connecting bharat with india and india with bharat phygitally. we are bridging the gap for the world’s largest customer base that resides in rural india.,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9Unicorns",2000000.0,Seed,2021,Information Technology
Powerhouse91,2020,Gurgaon,Consumer goods,"a tech-driven company that acquires, operates, and scales outstanding ecommerce brands in india.","Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,0.0,Seed,2021,Retail & E-Commerce
Nalanda Learning,2011,Kolkata,EdTech,india's 1st online preschool with blended learning model,Tamal Mukherjee,Aavishkaar Capital,5000000.0,Unknown,2021,Education
Chargeup,2019,New Delhi,Renewable Energy,"""battery as a service"" for 3 wheeler & 2 wheelers","Varun Goenka, Akshay Kashyap",Mapmyindia,0.0,Pre-Series A,2021,Environmental & Sustainability
Knackit,2019,Bangalore,IT startup,knackit is a talent sharing platform where users can showcase and monetize their artistry.,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000.0,Unknown,2021,Information Technology
Treebo Hotels,2015,Bangalore,Hospitality,treebo hotels is india's most loved hotel chain in the premium-budget segment.,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000.0,Series D,2021,Health & Life Sciences
Raptee Energy,2019,Chennai,Automotive,raptee energy inc. is looking to accelerate the transition to smart and sustainable mobility!,Phunith Kumar,Undisclosed,700000.0,Unknown,2021,Logistics & Transportation
Meddo,2018,Gurgaon,HealthCare,meddo (arctern healthcare) are re-defining how primary and secondary healthcare is provided in india through a connected care delivery platform.,"Saurabh Kochhar, Dr Naveen Nishchal","Sri Capital, Picus Capital, Alkemi Capital",6000000.0,Unknown,2021,Health & Life Sciences
Supertails,2021,Bangalore,Pet care,supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, Dsg Consumer Partners",2600000.0,Pre-Series A,2021,Other
Skillovilla,2020,Bangalore,EdTech,mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000.0,Seed,2021,Education
Cancer Clinics,2014,Telangana,HealthCare,"cancer helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Sonali Srungaram, Sasi Sunkara",Axilor,1500000.0,Pre-Series A,2021,Health & Life Sciences
Velocity,2020,Bangalore,FinTech,velocity provides revenue-based-financing to online businesses. it aims to build the future of banking and financial services for new age businesses in india.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1300000.0,Seed,2021,Finance & FinTech
Happy Jars,2016,New Delhi,Food & Beverages,"manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,400000.0,Seed,2021,Food & Beverage
Inshorts,2013,Noida,Media,inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, Sig Global India Fund",40000000.0,Unknown,2021,Media & Entertainment
Extraaedge,2015,Pune,MarTech,data science powered - admission & marketing crm automation for education enrolments,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Pre-Series A,2021,Other
Zotalabs,2019,Pune,Tech Startup,zotalabs gives the power of emerging technology to your digital automation with our easy to use apis.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed,2021,Information Technology
Voiro,2014,Bangalore,Advertisement,voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,"Anand Gopal, Kavita Shenoy",1Crowd,1800000.0,Pre-Series A,2021,Other
Dream Sports,2008,Mumbai,Gaming,"dream sports is india’s leading sports technology company with brands such as dream11, fancode, dreamx and dreamsetgo in its portfolio.","Bhavit Sheth, Harsh Jain","Tcv, D1 Capital Partners, Falcon Edge.",400000000.0,Unknown,2021,Media & Entertainment
Safex Chemicals,1991,New Delhi,AgriTech,safex chemicals india ltd is a leading company having a strong foothold in the indian agrochemicals industry.,"Sk Jindal, Sk Chaudhary",Banyantree Finance Pvt. Ltd.,50000000.0,Unknown,2021,Information Technology
Instoried,2018,Bangalore,Content creation,instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj","Expert Dojo, Mumbai Angels",0.0,Unknown,2021,Media & Entertainment
Rupifi,2019,Bangalore,FinTech,rupifi operates a software-as-a-service (saas) firm focussed on financial products.,Anubhav Jain,Quona Capital,4100000.0,Pre-Series A,2021,Finance & FinTech
Moneyboxx,1994,Mumbai,FinTech,moneyboxx finance provides easy access to financing to the deserving micro enterprises.,Deepak Aggarwal,"Ashv Finance, Blacksoil Capital",3000000.0,Debt,2021,Finance & FinTech
Citymall,2019,Gurgaon,E-commerce,citymall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on whatsapp.,"Angad Kikla, Divij Goyal","Waterbridge Ventures, Saif Partners",11000000.0,Series A,2021,Retail & E-Commerce
