Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Poshmiles Online Solutions Private Limited,2017,Bangalore,Travel,poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,Unknown,Undisclosed,0.0,Seed,2018,Travel & Hospitality
Reculta,2017,Noida,"Education, Human Resources",a campus recruitment solution provider.,Unknown,Undisclosed,0.0,Seed,2018,Education
Orbo.Ai,2017,Mumbai,Internet,orbo is a computer vision and deep facial technology company.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Inntot Technologies,2017,Kochi,Consumer Electronics,"inntot technologies, is a technology driven company.",Unknown,Undisclosed,0.0,Seed,2018,Other
Zoctr Health,2017,Powai,"Apps, Health Care, Hospital, Mobile Apps",zoctr health network is a first-of-its kind pan-india home & telehealth company,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Hey Deedee,2017,Mumbai,"Delivery Service, Logistics, Service Industry",hey deedee is a mumbai-based company that provides solutions to parcel delivery problems.,Unknown,Undisclosed,33000000.0,Seed,2018,Logistics & Transportation
Digiconnectt Technologys,2017,Bangalore,"Information Services, Information Technology",a technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,Unknown,Undisclosed,125000.0,Seed,2018,Information Technology
Locus.Sh,2017,Bangalore,"Big Data, Data Visualization, Logistics, Software",locus is an intelligent logistics automation platform.,Unknown,Undisclosed,4000000.0,Series A,2018,Information Technology
Sports Flashes Pvt. Ltd,2017,New Delhi,"Basketball, Cricket, Cycling, eSports, Fitness, Golf, Health Care, Hockey, Sports, Swimming, Table Tennis, Volley Ball","sports flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",Unknown,Undisclosed,1000000.0,Seed,2018,Health & Life Sciences
Inc42,2017,New Delhi,"Media and Entertainment, News, Publishing",inc42 is one of the leading tech media publications of india.,Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Picxy,2017,Guntur,Internet,"a stock photo startup based in amravati, andhra pradesh.",Unknown,Undisclosed,130000.0,Seed,2018,Information Technology
Huddle,2017,Haryana,Consulting,a coworking incubator company.,Unknown,Undisclosed,300000.0,Seed,2018,Consulting & Professional Services
Benepik,2017,Gurgaon,Human Resources,hr technology start-up.,Unknown,Undisclosed,0.0,Seed,2018,Human Resources
Cash Suvidha,2017,New Delhi,Finance,cash suvidha is an digital lending platform that provide working capital finance to smes and msmes in india.,Unknown,Undisclosed,1000000.0,Seed,2018,Finance & FinTech
Smartcoin,2017,Bangalore,"Big Data, Financial Services, Machine Learning, Predictive Analytics",providing financial access to the millions of mobile users in india using alternative credit assessment,Unknown,Undisclosed,2000000.0,Seed,2018,Finance & FinTech
Carmel Organics,2017,Indore,"Agriculture, AgTech, Manufacturing","carmel organics is an india-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",Unknown,Undisclosed,0.0,Series A,2018,Manufacturing & Industrial
Roadcast,2017,New Delhi,Unknown,transforming the way businesses deliver. work-force & fleet mobility tools.,Unknown,Undisclosed,250000.0,Pre-Seed,2018,Other
Printline Media(Theprint),2017,New Delhi,"Digital Media, News, Publishing",a digital news platform.,Unknown,Undisclosed,34900000.0,Seed,2018,Information Technology
Creditas Solutions,2017,Gurgaon,Financial Services,creditas was set-up in 2015 with an aim to help financial institutions find better ways to reach and interact with their customers.,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Urbanpiper,2017,Bangalore,Software,urbanpiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Doxper,2017,Mumbai,"Health Care, Hospital",doxper is health tech startup which has created a digital pen and coded paper system for doctors to record patient information,Unknown,Undisclosed,72000000.0,Seed,2018,Health & Life Sciences
I2Ifunding,2017,Noida,"Crowdfunding, Finance, Financial Services",i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,Unknown,Undisclosed,50000000.0,Pre-Seed,2018,Finance & FinTech
Shakedeal,2017,Bangalore,"B2B, E-Commerce, Enterprise",home of b2b commerce,Unknown,Undisclosed,0.0,Seed,2018,Retail & E-Commerce
Helloverify,2017,Noida,"Fraud Detection, Information Services, Security",helloverify is an online background check platform.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Fasal,2017,Bangalore,"Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",climate smart precision agriculture platform,Unknown,Undisclosed,120000.0,Seed,2018,Information Technology
Coingeto,2017,Delhi,"Cryptocurrency, Trading Platform",coingeto is one of india’s most advanced digital assets exchange.,Unknown,Undisclosed,120000000.0,Seed,2018,Finance & FinTech
Avail Finance,2017,Bangalore,"Finance, FinTech, Mobile Payments",avail is a mobile-first platform aiming to financially include the urban mass of india.,Unknown,Undisclosed,17200000.0,Series A,2018,Finance & FinTech
Tripeur,2017,Bangalore,Information Technology,radical travel automation - cloud based corporate travel & expense management software,Unknown,Undisclosed,600000.0,Seed,2018,Information Technology
Wedeterna,2017,Bangalore,Wedding,"wedeterna is a new-age, personalised and fresh approach to arranged marriages, diy matrimonial community with only self created profiles.",Unknown,Undisclosed,0.0,Pre-Seed,2018,Other
Stumagz,2017,Hyderabad,Digital Media,stumagz is about connecting with stories stumagz is about collaborating with people stumagz is about creating a cult.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Doubtnut,2017,Gurgaon,"E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",gurgaon based e-learning platform.,Unknown,Undisclosed,35000000.0,Seed,2018,Information Technology
Mcaffeine,2017,Mumbai,Consumer Goods,mcaffeine is india's first caffeine infuse personal care brand. it's an extension to the hyperactive lifestyle and individualistic identity.,Unknown,Undisclosed,32000000.0,Seed,2018,Retail & E-Commerce
Trustcheckr,2017,Bangalore,Information Technology,a bengaluru-based fraud analytics solution provider .,Unknown,Undisclosed,100000.0,Pre-Seed,2018,Information Technology
Healthassure,2017,Mumbai,"Fitness, Health Care, Wellness",healthassure provides access to discounted & high quality primary care medical network.,Unknown,Undisclosed,1000000.0,Seed,2018,Health & Life Sciences
Picture Time,2017,New Delhi,Digital Entertainment,operator of low-cost mobile cinema theatres in rural areas.,Unknown,Undisclosed,250000000.0,Seed,2018,Information Technology
1Crowd,2017,Mumbai,"Crowdsourcing, Financial Services, Funding Platform, Venture Capital",equity crowd funding platform focused on connecting investors with a host of extremely promising indian start-ups and early stage ventures,Unknown,Undisclosed,3500000.0,Pre-Seed,2018,Finance & FinTech
Aarav Unmanned Systems,2017,Bangalore,"Delivery, Drones, Geospatial, Robotics",professional drones for enterprise applications,Unknown,Undisclosed,0.0,Seed,2018,Logistics & Transportation
Wellthy Therapeutics Pvt Ltd,2017,Mumbai,"Health Care, Hospital","wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",Unknown,Undisclosed,135000000.0,Seed,2018,Health & Life Sciences
Nua,2017,Mumbai,Consumer Goods,nua is an e-commerce and feminine care brand platform focused on creating women care products.,Unknown,Undisclosed,0.0,Seed,2018,Retail & E-Commerce
Kuvera.In,2017,Bangalore,Financial Services,an online platform for mutual fund investments.,Unknown,Undisclosed,250000.0,Pre-Seed,2018,Finance & FinTech
Livehealth,2017,Pune,"Health Care, Information Technology, Management Information Systems",livehealth is an end-to-end collaborative report management solution. we help you get your medical reports instantly from various health,Unknown,Undisclosed,1100000.0,Seed,2018,Health & Life Sciences
Gramophone,2017,Indore,Farming,an agricultural inputs startup company.,Unknown,Undisclosed,1000000.0,Seed,2018,Agriculture
Ora,2017,Kolkata,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",ora is an online marketplace of unique accommodations. awarded as among top 3000 startups in india by iim kolkata.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Buddy4Study.Com,2017,Noida,"Career Planning, Education, Higher Education, Service Industry",buddy4study is the best scholarship search engine for indian students. it also helps organizations to set up their own scholarship schemes.,Unknown,Undisclosed,3000000.0,Series A,2018,Education
Predible Health,2017,Bangalore,Medical Device,healthcare devices for cancer detection,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Syncremedies Healthcare Pvt Ltd,2017,Bangalore,"Alternative Medicine, Health Care","syncremedies is an integrated medicine service that brings together allopathy, ayurveda and homeopathy to treat chronic ailments.",Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Blueleaf Cyberspace Systems,2017,Bangalore,"Internet, Software",bluleaf cyberspace is cloud based software company.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Toffee,2017,Gurgaon,Unknown,"toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",Unknown,Undisclosed,1500000.0,Seed,2018,Other
Oro Wealth,2017,Mumbai,Unknown,online wealth management platform,Unknown,Undisclosed,1600000.0,Series A,2018,Other
Healwell24,2017,Mumbai,"Dental, Elder Care, Health Care, Home Health Care, Personal Health","healwell24 is india's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",Unknown,Undisclosed,200000.0,Seed,2018,Health & Life Sciences
Acko General Insurance,2017,Mumbai,"Financial Services, Insurance, Private Social Networking",acko general insurance is a digital insurance company in india that redefines insurance for the consumers.,Unknown,Undisclosed,12000000.0,Series A,2018,Finance & FinTech
Arzooo.Com,2017,Bangalore,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",e-commerce website promising the best price on any product a consumer buys anywhere on the internet.,Unknown,Undisclosed,15000000.0,Seed,2018,Logistics & Transportation
Bonphul Air Products,2017,Delhi,CleanTech,a clean tech product company,Unknown,Undisclosed,20000000.0,Pre-Seed,2018,Other
Dheeyantra Research Labs,2017,Bangalore,Artificial Intelligence,"dheeyantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Edyoo,2017,Bangalore,Education,"edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",Unknown,Undisclosed,1000000.0,Seed,2018,Education
Chtrbox,2017,Mumbai,"Advertising, Internet, Marketing",chtrbox connects social media influencers with brands .,Unknown,Undisclosed,10000000.0,Pre-Seed,2018,Information Technology
Aashiyaan Housing And Development Finance,2017,Kolkata,Financial Services,provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,Unknown,Undisclosed,135000000.0,Seed,2018,Finance & FinTech
Betterplace Safety Solutions Pvt. Ltd.,2017,Bangalore,"Human Resources, Security, Training","betterplace provides businesses with contractor workforce management, including onboarding, training, and background checks.",Unknown,Undisclosed,3000000.0,Series A,2018,Information Technology
Cashkumar,2017,Bangalore,"Consumer Lending, Finance, FinTech",a p2p lending platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in india,Unknown,Undisclosed,50000000.0,Seed,2018,Finance & FinTech
Rocketium,2017,Bangalore,"Marketing, Social Media, Video",easy video creation for social media.,Unknown,Undisclosed,20000000.0,Seed,2018,Media & Entertainment
Freightbazaar,2017,Hyderabad,Transportation,freightbazaar.com is an online platform that connects truck suppliers with truck users.,Unknown,Undisclosed,0.0,Seed,2018,Logistics & Transportation
Open,2017,Bangalore,Banking,open up to a new world of banking,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Mfine,2017,Bangalore,"Health Care, Hospital",hospital & health care start up,Unknown,Undisclosed,4200000.0,Series A,2018,Health & Life Sciences
Earth Food,2017,Pune,"Food and Beverage, Food Processing",earth food is a healthy food start up.,Unknown,Undisclosed,64000000.0,Seed,2018,Food & Beverage
Charcoal Eats,2017,Mumbai,Food Processing,charcoal eats aims to bring dominos style standardisation.,Unknown,Undisclosed,50000000.0,Seed,2018,Food & Beverage
Wishfie,2017,Bangalore,Apps,a platform for people to express their opinions in form of short videos around any topic.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
The Social Hook,2017,Bangalore,Marketing,fast growing influencer marketing platform in india.,Unknown,Undisclosed,0.0,Seed,2018,Marketing & Advertising
Freightbro,2017,Mumbai,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",software for the new-age freight,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Finwego,2017,Chennai,Unknown,finwego partners with small and medium businesses in india to offer convenient and responsible credit to their employees,Unknown,Undisclosed,0.0,Seed,2018,Other
Cricnwin,2017,Gurgaon,"Digital Entertainment, Fantasy Sports, Gaming, Sports",cricnwin is a gurugram - based fan engagement platform,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Wicked Ride Adventure Services Private Limited,2017,Bangalore,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",peer-to-peer motor vehicles sharing,Unknown,Undisclosed,10000000.0,Venture,2018,Logistics & Transportation
Career Anna,2017,Bangalore,"Commercial, E-Learning, Education",india's go to career commerce portal,Unknown,Undisclosed,40000000.0,Seed,2018,Education
Eruditus Executive Education,2017,Mumbai,"Continuing Education, EdTech, Education, Skill Assessment","eruditus, promoted by alumni of insead and other top business schools, delivers high quality executive education programmes",Unknown,Undisclosed,40000000.0,Series C,2018,Education
Gaia Smart Cities,2017,Mumbai,"Smart Cities, Telecommunications",gaia smart cities is an early leader in the rapidly-emerging internet of things (iot) marketplace.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Square Off,2017,Mumbai,"Internet of Things, Robotics",delivering imagination,Unknown,Undisclosed,1100000.0,Seed,2018,Information Technology
Urbanclap,2017,Delhi,"Apps, Home Services, Information Services, Information Technology",urbanclap is india's leading managed marketplace for home services.,Unknown,Undisclosed,50000000.0,Series D,2018,Information Technology
Hospals,2017,New Delhi,"Medical, Tourism",hospals is a medical tourism company.,Unknown,Undisclosed,1500000.0,Seed,2018,Health & Life Sciences
Kogta Financial India Limited,2017,Jaipur,Financial Services,kogta financial (india) ltd is a retail-focused non banking financial company .,Unknown,Undisclosed,1540000000.0,Series B,2018,Finance & FinTech
Perspectico,2017,New Delhi,"Career Planning, Education, Internet",an education management startup.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
The Souled Store,2017,Mumbai,"Fashion, Graphic Design, Wearables","the souled store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",Unknown,Undisclosed,3000000.0,Venture,2018,Fashion & Lifestyle
Hush - Speak Up. Make Work Better,2017,Bangalore,"Communities, Leisure, Mobile Apps, Software",enabling diversity of opinions in organizations,Unknown,Undisclosed,45000000.0,Seed,2018,Information Technology
Drivezy,2017,Bangalore,"Automotive, Rental, Sharing Economy",drivezy is india's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,Unknown,Undisclosed,100000000.0,Debt,2018,Logistics & Transportation
Freyr Energy,2017,Hyderabad,"Energy, Environmental Consulting, Renewable Energy, Solar","freyr energy is a company that provides full service solar provider based in hyderabad, india.",Unknown,Undisclosed,1500000.0,Series A,2018,Consulting & Professional Services
Niramai Health Analytix,2017,Bangalore,"Health Care, Hospital",niramai has developed a novel breast cancer screening solution that uses thermalytix.,Unknown,Undisclosed,6000000.0,Seed,2018,Health & Life Sciences
Cloudsek,2017,Bangalore,"Information Technology, SaaS, Security",cloudsek is an infosec risk assessment company which provides intelligence needed to tackle online threats.,Unknown,Undisclosed,140000000.0,Seed,2018,Information Technology
Lendbox,2017,Delhi,"Crowdfunding, Financial Services, Internet",lendbox is india's leading peer-to-peer lending online lending platform.,Unknown,Undisclosed,60000000.0,Seed,2018,Finance & FinTech
Verloop,2017,Bangalore,"Customer Service, Information Technology, Internet, Sales Automation",verloop is an automated customer support and engagement platform.,Unknown,Undisclosed,3000000.0,Series A,2018,Information Technology
Flickstree,2017,Mumbai,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming","flickstree is a smart video content aggregator, powered by artificial intelligence.",Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Paymatrix,2017,Hyderabad,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",india's leading property rent management platform,Unknown,Undisclosed,100000.0,Seed,2018,Finance & FinTech
Idha Skin Clinic,2017,Bangalore,"Beauty, Cosmetics, Health Care, Service Industry",idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,Unknown,Undisclosed,5000000.0,Seed,2018,Health & Life Sciences
Incred,2017,Mumbai,"Banking, Finance, Financial Services",incred finance is a mumbai-based non-banking financial company,Unknown,Undisclosed,41900000.0,PE,2018,Finance & FinTech
Vedantu,2017,Bangalore,"EdTech, Education, Mobile, Tutoring",vedantu provides personalized live online tutoring. vedantu aims to democratize teaching by creating a marketplace of teachers,Unknown,Undisclosed,11000000.0,Series B,2018,Information Technology
Sportido,2017,Noida,"Social Media, Sports",sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,Unknown,Undisclosed,0.0,Seed,2018,Media & Entertainment
Stelis Biopharma,2017,Bangalore,Biopharma,stelis biopharma is a vertically integrated biopharmaceutical company,Unknown,Undisclosed,100000000.0,Series B,2018,Health & Life Sciences
Magicpin,2017,Gurgaon,"E-Commerce, E-Commerce Platforms, Retail","magicpin is a platform where users and merchants in a locality discover, interact, and transact.",Unknown,Undisclosed,1410000000.0,Series C,2018,Data & AI
Try & Buy,2017,New Delhi,"E-Commerce, Fashion, Shopping",try & buy,Unknown,Undisclosed,0.0,Seed,2018,Retail & E-Commerce
Mech Mocha,2017,Bangalore,"Digital Entertainment, Mobile, PC Games",mech mocha is a mobile gaming startup based in bangalore working towards ‘making india play’ .,Unknown,Undisclosed,3530000.0,Series B,2018,Information Technology
Aye Finance,2017,Gurgaon,"Finance, Financial Services, Small and Medium Businesses",aye finance provides financial services to micro and small businesses in northern india.,Unknown,Undisclosed,72000000.0,Debt,2018,Finance & FinTech
Aldopay,2017,Chennai,Mobile Payments,mobile wallet focusing on hassle free checkout via finger print & otp.,Unknown,Undisclosed,200000.0,Seed,2018,Finance & FinTech
Detect Technologies,2017,Chennai,"Artificial Intelligence, Energy, Oil and Gas",completely automated remote control system.,Unknown,Undisclosed,3300000.0,Series A,2018,Data & AI
Signzy,2017,Bangalore,"Computer, FinTech, Risk Management, Software",signzy are creating 'building blocks for a digital trust system.,Unknown,Undisclosed,240000000.0,Series A,2018,Finance & FinTech
Cashrich,2017,Mumbai,"Apps, Financial Services, FinTech",a mumbai-based fin-tech startup,Unknown,Undisclosed,1000000.0,Seed,2018,Finance & FinTech
Cloudnine Hospitals,2017,Bangalore,"Child Care, Health Care, Hospital, Medical, Women's",cloudnine is an indian chain of women and child care hospitals.,Unknown,Undisclosed,0.0,PE,2018,Health & Life Sciences
Cropin Technologies,2017,Bangalore,"Agriculture, Mobile","to discover, develop and deliver innovative solution in agtech space",Unknown,Undisclosed,580000000.0,Series B,2018,Information Technology
Billdesk,2017,Ahmedabad,"Finance, FinTech, Payments, Property Development, Rental","billdesk, a property of indiaideas.com ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Unknown,Undisclosed,0.0,Venture,2018,Finance & FinTech
Yaantra,2017,Delhi,"Information Services, Information Technology, Mobile, Software","yaantra, india’s leading mobile phone repair, refurbished & unboxed centre in india",Unknown,Undisclosed,2000000.0,Debt,2018,Information Technology
Techbooze,2017,New Delhi,Education,"techbooze[1] ""an open forum"" is an educational enterprise, headquartered in india working across the country.",Unknown,Undisclosed,100000.0,Seed,2018,Education
Healthifyme,2017,Bangalore,"Apps, Fitness, Health Care, mHealth",healthifyme is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Unknown,Undisclosed,6000000.0,Series B,2018,Health & Life Sciences
Hoi Foods,2017,Gurgaon,"Food and Beverage, Food Delivery",india's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Unknown,Undisclosed,36000000.0,Seed,2018,Food & Beverage
Perpule,2017,Bangalore,"Apps, Payments, Retail",perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Unknown,Undisclosed,340000000.0,Series A,2018,Information Technology
Royal Sundaram General Insurance Co. Limited,2017,Kalpakkam,"Health Insurance, Insurance, Life Insurance","royal sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Unknown,Undisclosed,210000000.0,Other,2018,Finance & FinTech
Cleansecar,2017,Bangalore,Automotive,cleansecar is a company provides washing and repair services.,Unknown,Undisclosed,35000000.0,Pre-Seed,2018,Logistics & Transportation
Driveu,2017,Bangalore,"Rental, Taxi Service, Travel",driveu is a convenient and a quick way of getting on demand drivers for consumers and businesses,Unknown,Undisclosed,70000000.0,Venture,2018,Travel & Hospitality
Spinny,2017,Gurgaon,"E-Commerce, E-Commerce Platforms, Internet, Retail",used cars marketplace in india. ushering new era of transparency and convenience.,Unknown,Undisclosed,11000000.0,Series A,2018,Information Technology
Asset Reconstruction Company (India) Ltd.,2017,Mumbai,"Financial Services, Professional Services",asset reconstruction company (india) ltd. operates as a asset reconstruction company.,Unknown,Undisclosed,0.0,Other,2018,Finance & FinTech
Med365 Healthcare,2017,Jaipur,Health Diagnostics,"wellness, specialised testing, healthcare at home",Unknown,Undisclosed,50000000.0,Seed,2018,Health & Life Sciences
Dunzo,2017,Bangalore,"Customer Service, Messaging, Mobile Apps, Personalization",dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Unknown,Undisclosed,70000000.0,Debt,2018,Information Technology
Mobile Premier League (Mpl),2017,Bangalore,"Gaming, iOS, Sports",mobile premier league(mpl) is a skill based e-sports platform where you can play your favourite mobile games and win real cash always.,Unknown,Undisclosed,5000000.0,Series A,2018,Media & Entertainment
Walmart India,2017,Gurgaon,Retail,"wal-mart india private limited is a wholly owned subsidiary of walmart stores inc.,",Unknown,Undisclosed,37680000.0,Venture,2018,Data & AI
Cred,2017,Bangalore,Unknown,cred is a platform to celebrate and reward the most creditworthy people of india.,Unknown,Undisclosed,0.0,Seed,2018,Other
Meesho,2017,Bangalore,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media","meesho is an online reseller network of housewives and smbs, who sell products within their network on social channels.",Unknown,Undisclosed,50000000.0,Series C,2018,Information Technology
Bhaskarguru,2017,Bhopal,Search Engine,bhaskarguru.com is your local search engine,Unknown,Undisclosed,1000000.0,Seed,2018,Other
Gugu,2017,Coimbatore,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",gugu designs & sells all electric connected two-wheeler's with network of open & free fast charging stations across india.,Unknown,Undisclosed,250000.0,Seed,2018,Logistics & Transportation
Farmtaaza,2017,Bangalore,"Agriculture, Farmers Market, Farming",farm taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Unknown,Undisclosed,0.0,Series A,2018,Agriculture
Vizzbee,2017,Bhopal,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",autonomous drone solutions for last mile delivery as well as search and rescue,Unknown,Undisclosed,20000.0,Pre-Seed,2018,Data & AI
Bigphi Technologies Pvt. Ltd.,2017,Bangalore,Fashion,bigphi technologies is the india's first technologically advanced apparel and wearable company.,Unknown,Undisclosed,900000.0,Pre-Seed,2018,Fashion & Lifestyle
Mobycy,2017,Gurgaon,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",india's 1st dockless bicycle sharing app,Unknown,Undisclosed,0.0,Pre-Seed,2018,Health & Life Sciences
Traveo Soft Pvt. Ltd.,2017,Bangalore,"Mobile, Software, Travel",ai based business travel & expense management,Unknown,Undisclosed,1200000.0,Other,2018,Information Technology
Em Personal Care,2017,Worli,Cosmetics,em personal care is a cosmetic products manufacturing company.,Unknown,Undisclosed,0.0,Seed,2018,Other
Lucideus,2017,New Delhi,"Consulting, Cyber Security, Network Security","lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Unknown,Undisclosed,5000000.0,Venture,2018,Information Technology
Eupheus Learning,2017,Delhi,"E-Learning, EdTech, Education",eupheus learning offers a seamless integrated learning solution for the k-12 market in india.,Unknown,Undisclosed,0.0,Seed,2018,Education
Gamingmonk,2017,New Delhi,"eSports, Gaming, Video Games","gamingmonk is an esports gaming company based out of new delhi, india.",Unknown,Undisclosed,40000000.0,Series A,2018,Media & Entertainment
Sukkhi Jewellery,2017,Mumbai,"Fashion, Jewelry",sukkhi jewellery is a contemporary fashion jewellery brand.,Unknown,Undisclosed,510000000.0,Venture,2018,Fashion & Lifestyle
Indwealth,2017,Gurgaon,Financial Services,indwealth is an artificial intelligence (ai) powered wealth management company,Unknown,Undisclosed,2200000000.0,Seed,2018,Finance & FinTech
Medikabazaar,2017,Mumbai,"B2B, Medical Device",india's largest medical and surgical supplies marketplace,Unknown,Undisclosed,5000000.0,Series A,2018,Health & Life Sciences
Nira,2017,Bangalore,"Credit, Financial Services, FinTech, Lending","nira promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Unknown,Undisclosed,1000000.0,Seed,2018,Finance & FinTech
Duroflex Pvt. Ltd.,2017,Alleppey,"Consumer Goods, Manufacturing",duroflex pvt. ltd. operates as a dominant mattress player.,Unknown,Undisclosed,22000000.0,PE,2018,Retail & E-Commerce
Clensta,2017,New Delhi,"Biotechnology, Health Care, Wellness",a biotechnology start-up was incorporated to improve the national hygiene condition whilst addressing the aspect of water conservation.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Jetbrain Robotics,2017,Gurgaon,"Health Care, Hospital, Medical, Robotics","jetbrain robotics is hong kong / gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Unknown,Undisclosed,70000.0,Seed,2018,Health & Life Sciences
Medimetry,2017,Haryana,Health Care,"medimetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Healthkart,2017,Gurgaon,"E-Commerce, Fitness, Health Care","the one stop shop for health, fitness & beauty.",Unknown,Undisclosed,10000000.0,Venture,2018,Health & Life Sciences
Indiabulls Ventures,2017,Mumbai,"Financial Services, Venture Capital",indiabulls ventures limited is one of india’s leading capital market companies providing securities and derivative broking services.,Unknown,Undisclosed,15392000000.0,Post-IPO,2018,Finance & FinTech
Vistara,2017,Haryana,Aerospace,vistara is a joint venture of tata sons limited and singapore airlines limited (sia),Unknown,Undisclosed,20000000000.0,PE,2018,Defense & Aerospace
Cleartax,2017,New Delhi,"Accounting, Apps, FinTech",cleartax india helps individuals prepare and e-file their income tax return online.,Unknown,Undisclosed,4000000000.0,Series B,2018,Finance & FinTech
Shuttl,2017,Gurgaon,"Apps, Mobile, Transportation","shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Unknown,Undisclosed,1000000.0,Debt,2018,Information Technology
Guruq,2017,New Delhi,Reading Apps,a one of its kind digital integrated platform connecting tutors and students.,Unknown,Undisclosed,25000000.0,Seed,2018,Information Technology
Azure Power,2017,New Delhi,"Energy, Renewable Energy, Solar","azure power produces and distributes solar power to commercial, government, and utility customers in india.",Unknown,Undisclosed,185000000.0,Post-IPO,2018,Environmental & Sustainability
Cube,2017,Mumbai,"Banking, Financial Services, FinTech",cube is consumer banking focused fintech company.,Unknown,Undisclosed,140000000.0,Series A,2018,Finance & FinTech
Rahi Care,2017,Chandigarh,"Health Care, Hospital",rahi care is a health care company.,Unknown,Undisclosed,0.0,Venture,2018,Health & Life Sciences
Mynvax,2017,Bangalore,Biotechnology,mynvax is a biotech company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Health & Life Sciences
Loans4Sme,2017,Mumbai,Financial Services,loans4sme is an alternative lending platform.,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Upcyclerslab,2017,Mumbai,"Apps, Education, Retail",upcyclerslab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
